IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-openstack-integration/manifests/magnum.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/mistral.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/zaqar.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/ironic.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/murano.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/designate.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/heat.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/barbican.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/neutron.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/trove.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/watcher.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/aodh.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/vitrage.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/nova.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/octavia.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/glance.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/sahara.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/placement.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/cinder.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/gnocchi.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/ec2api.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
puppet-openstack-integration/manifests/swift.pp_(IaC)_,0.6666666666666666,0.08695652173913043,0.15384615384615383,1.0,1.0
puppet-openstack-integration/manifests/ceilometer.pp_(IaC)_,1.0,0.13043478260869565,0.23076923076923078,1.0,1.0
