IaC_File,Precision,Recall,Fscore,Success_rate,MRR
postgresql_cluster/roles/consul/tasks/install.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.5
postgresql_cluster/add_balancer.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/add_pgnode.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/balancers.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/config_pgcluster.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/consul.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/deploy_pgcluster.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/etcd_cluster.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
postgresql_cluster/roles/consul/tasks/dnsmasq.yml_(IaC)_,0.5,0.1724137931034483,0.25641025641025644,1.0,0.25
postgresql_cluster/roles/add-repository/tasks/main.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,1.0
postgresql_cluster/roles/vip-manager/tasks/main.yml_(IaC)_,0.3,0.10344827586206896,0.15384615384615385,1.0,0.3333333333333333
postgresql_cluster/roles/update/tasks/patroni.yml_(IaC)_,0.3,0.10344827586206896,0.15384615384615385,1.0,1.0
postgresql_cluster/roles/patroni/tasks/main.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,0.5
postgresql_cluster/roles/etcd/tasks/main.yml_(IaC)_,0.5,0.1724137931034483,0.25641025641025644,1.0,1.0
postgresql_cluster/roles/haproxy/tasks/main.yml_(IaC)_,0.4,0.13793103448275862,0.20512820512820515,1.0,0.5
postgresql_cluster/roles/consul/tasks/iptables.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.3333333333333333
postgresql_cluster/roles/keepalived/tasks/main.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.5
postgresql_cluster/roles/consul/tasks/main.yml_(IaC)_,0.1,0.034482758620689655,0.05128205128205129,1.0,0.5
postgresql_cluster/roles/wal-g/tasks/main.yml_(IaC)_,0.3,0.10344827586206896,0.15384615384615385,1.0,1.0
postgresql_cluster/roles/patroni/tasks/custom_wal_dir.yml_(IaC)_,0.4,0.13793103448275862,0.20512820512820515,1.0,1.0
postgresql_cluster/roles/consul/tasks/install_remote.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.5
postgresql_cluster/roles/ntp/tasks/main.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,1.0
postgresql_cluster/roles/ansible-role-firewall/tasks/main.yml_(IaC)_,0.1,0.034482758620689655,0.05128205128205129,1.0,0.5
postgresql_cluster/roles/packages/tasks/main.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,1.0
postgresql_cluster/roles/update/tasks/postgres.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,1.0
postgresql_cluster/roles/pgbouncer/tasks/main.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.5
postgresql_cluster/roles/consul/tasks/install_linux_repo.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,0.5
postgresql_cluster/roles/update/tasks/system.yml_(IaC)_,0.2,0.06896551724137931,0.10256410256410257,1.0,1.0
postgresql_cluster/roles/pgbackrest/tasks/main.yml_(IaC)_,0.5,0.1724137931034483,0.25641025641025644,1.0,1.0
postgresql_cluster/roles/pg_probackup/tasks/main.yml_(IaC)_,0.6,0.20689655172413793,0.3076923076923077,1.0,1.0
