IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-openstack-integration/fixtures/scenario004.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,1.0
puppet-openstack-integration/manifests/magnum.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/mistral.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/zaqar.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/tempest.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,1.0
puppet-openstack-integration/fixtures/scenario-aio.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/horizon.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/ironic.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/murano.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/designate.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/heat.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/fixtures/scenario000.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/apache.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,0.5
puppet-openstack-integration/manifests/barbican.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/neutron.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/init.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/ssl_key.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,0.3333333333333333
puppet-openstack-integration/manifests/keystone.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/fixtures/scenario003.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,1.0
puppet-openstack-integration/manifests/trove.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/fixtures/scenario005.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/watcher.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/aodh.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/vitrage.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/nova.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/octavia.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/ceph.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/sahara.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/placement.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/cinder.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/params.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/qdr.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/fixtures/scenario002.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,1.0
puppet-openstack-integration/manifests/gnocchi.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/rabbitmq.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,0.5
puppet-openstack-integration/manifests/ec2api.pp_(IaC)_,0.9,0.23076923076923078,0.3673469387755102,1.0,1.0
puppet-openstack-integration/manifests/swift.pp_(IaC)_,0.8,0.20512820512820512,0.326530612244898,1.0,1.0
puppet-openstack-integration/manifests/repos.pp_(IaC)_,0.6,0.15384615384615385,0.2448979591836735,1.0,0.3333333333333333
puppet-openstack-integration/fixtures/scenario001.pp_(IaC)_,0.7,0.1794871794871795,0.2857142857142857,1.0,0.5
