IaC file,Iteration,best_fitness,Best_individual
puppet-icinga2/examples/init_idomysql_ssl.pp_(IaC)_,23,0.08671633648548048,"[65, 66, 36, 69, 73, 74, 75, 76, 60, 19, 58, 124]"
