IaC file,Iteration,best_fitness,Best_individual
puppet-tripleo/manifests/profile/base/aodh/listener.pp_(IaC)_,5,0.13848107364948078,"[257, 228, 250, 300, 332, 206, 625, 341, 442, 219]"
