IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tripleo/manifests/profile/base/manila/share.pp_(IaC)_,0.2857142857142857,0.5,0.36363636363636365,1.0,1.0
puppet-tripleo/manifests/profile/base/manila.pp_(IaC)_,0.2857142857142857,0.5,0.36363636363636365,1.0,1.0
puppet-tripleo/manifests/profile/base/manila/api.pp_(IaC)_,0.14285714285714285,0.25,0.18181818181818182,1.0,0.25
puppet-tripleo/manifests/profile/base/manila/authtoken.pp_(IaC)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/manifests/profile/base/manila/scheduler.pp_(IaC)_,0.14285714285714285,0.25,0.18181818181818182,1.0,0.3333333333333333
