IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tripleo/manifests/profile/base/ironic_inspector/authtoken.pp_(IaC)_,0.42857142857142855,0.1111111111111111,0.17647058823529413,1.0,1.0
puppet-tripleo/spec/classes/tripleo_profile_base_aodh_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_barbican_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_cinder_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_designate_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_glance_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_gnocchi_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_heat_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_ironic_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_ironic_inspector_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_manila_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_neutron_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_nova_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_octavia_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/spec/classes/tripleo_profile_base_placement_authtoken_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/manifests/profile/base/ironic/authtoken.pp_(IaC)_,0.7142857142857143,0.18518518518518517,0.2941176470588235,1.0,1.0
puppet-tripleo/manifests/profile/base/aodh/authtoken.pp_(IaC)_,0.2857142857142857,0.07407407407407407,0.11764705882352941,1.0,0.5
puppet-tripleo/manifests/profile/base/gnocchi/authtoken.pp_(IaC)_,0.42857142857142855,0.1111111111111111,0.17647058823529413,1.0,1.0
puppet-tripleo/manifests/profile/base/nova/authtoken.pp_(IaC)_,0.7142857142857143,0.18518518518518517,0.2941176470588235,1.0,1.0
puppet-tripleo/manifests/profile/base/barbican/authtoken.pp_(IaC)_,0.5714285714285714,0.14814814814814814,0.23529411764705882,1.0,1.0
puppet-tripleo/manifests/profile/base/octavia/authtoken.pp_(IaC)_,0.7142857142857143,0.18518518518518517,0.2941176470588235,1.0,1.0
puppet-tripleo/manifests/profile/base/designate/authtoken.pp_(IaC)_,0.5714285714285714,0.14814814814814814,0.23529411764705882,1.0,1.0
puppet-tripleo/manifests/profile/base/manila/authtoken.pp_(IaC)_,0.42857142857142855,0.1111111111111111,0.17647058823529413,1.0,0.5
puppet-tripleo/manifests/profile/base/glance/authtoken.pp_(IaC)_,0.5714285714285714,0.14814814814814814,0.23529411764705882,1.0,1.0
puppet-tripleo/manifests/profile/base/neutron/authtoken.pp_(IaC)_,0.42857142857142855,0.1111111111111111,0.17647058823529413,1.0,0.3333333333333333
puppet-tripleo/manifests/profile/base/placement/authtoken.pp_(IaC)_,0.5714285714285714,0.14814814814814814,0.23529411764705882,1.0,1.0
puppet-tripleo/manifests/profile/base/cinder/authtoken.pp_(IaC)_,0.7142857142857143,0.18518518518518517,0.2941176470588235,1.0,1.0
puppet-tripleo/manifests/profile/base/heat/authtoken.pp_(IaC)_,0.7142857142857143,0.18518518518518517,0.2941176470588235,1.0,1.0
