IaC file,Iteration,best_fitness,Best_individual
puppet-tripleo/manifests/profile/base/nova/compute_libvirt_shared.pp_(IaC)_,12,0.12896108692596586,"[293, 393, 204, 313, 244, 248, 342, 591, 281, 330]"
