IaC_File,Precision,Recall,Fscore,Success_rate,MRR
ansible-collection-hardening/roles/os_hardening/tasks/sysctl.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
ansible-collection-hardening/.github/workflows/os_hardening_vm.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
