IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tp/manifests/repo.pp_(IaC)_,0.3333333333333333,0.02,0.03773584905660377,1.0,0.5
puppet-tp/data/Darwin.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/data/Debian.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/data/RedHat.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/data/common.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/data/windows.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/lib/functions.sh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/run_info/config_dir_ls_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/run_info/config_file_content_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/run_info/data_dir_ls_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/run_info/log_dir_ls_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/run_info/process_ps_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/files/spec_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/metadata.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/classes/tp_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/conf_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/dir_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/info_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/install_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/puppi_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/repo_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/stdmod_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/test_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/uninstall_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/gitlab-runner_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/icinga2_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/openssh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/postfix_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/puppet_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/puppet-agent_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/puppetserver_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/rsyslog_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/elasticsearch_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/icinga2_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/openssh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/postfix_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/puppet_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/puppet-agent_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/rsyslog_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/tasks/info.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/tasks/info.sh_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/run_info.sh.epp_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/run_info/package_info.epp_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/tp.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/manifests/init.pp_(IaC)_,0.3333333333333333,0.02,0.03773584905660377,1.0,0.3333333333333333
puppet-tp/types/settings.pp_(IaC)_,0.3333333333333333,0.02,0.03773584905660377,1.0,0.5
puppet-tp/manifests/install.pp_(IaC)_,0.0,0.0,0.0,0.0,0.0
