IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tripleo/manifests/profile/base/nova/compute.pp_(IaC)_,0.2,1.0,0.33333333333333337,1.0,1.0
puppet-tripleo/spec/classes/tripleo_profile_base_nova_compute_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
