IaC file,Iteration,best_fitness,Best_individual
puppet-tripleo/manifests/profile/base/cinder/api.pp_(IaC)_,23,0.21618329027718297,"[332, 305, 301, 228, 391, 293, 297, 9, 11, 47, 461, 519, 652, 316, 534, 591, 382, 252]"
