IaC_File,Precision,Recall,Fscore,Success_rate,MRR
algo/playbooks/tmpfs/linux.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,1.0
algo/.ansible-lint_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/.github/workflows/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/cloud.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/deploy_client.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/input.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/cloud-azure/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/ssh_tunneling/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/strongswan/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/wireguard/defaults/main.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/server.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/users.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
algo/roles/cloud-ec2/tasks/prompts.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.3333333333333333
algo/roles/common/tasks/ubuntu.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/dns/tasks/freebsd.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,1.0
algo/roles/cloud-digitalocean/tasks/prompts.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,1.0
algo/roles/common/tasks/freebsd.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/playbooks/tmpfs/umount.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,1.0
algo/playbooks/tmpfs/macos.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/cloud-scaleway/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/cloud-ec2/tasks/main.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.5
algo/roles/strongswan/tasks/main.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,0.5
algo/playbooks/cloud-pre.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/strongswan/tasks/ubuntu.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,0.5
algo/roles/cloud-ec2/tasks/cloudformation.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/strongswan/tasks/ipsec_configuration.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/cloud-digitalocean/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/cloud-cloudstack/tasks/prompts.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/cloud-vultr/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/strongswan/tasks/distribute_keys.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,1.0
algo/roles/common/tasks/iptables.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.2
algo/roles/client/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.3333333333333333
algo/roles/cloud-azure/tasks/venv.yml_(IaC)_,0.4,0.07017543859649122,0.11940298507462686,1.0,0.5
algo/roles/local/tasks/prompts.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/ssh_tunneling/tasks/main.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,0.5
algo/roles/cloud-openstack/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/playbooks/tmpfs/main.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,1.0
algo/roles/wireguard/tasks/keys.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/strongswan/handlers/main.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.25
algo/roles/cloud-azure/tasks/prompts.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/cloud-gce/tasks/prompts.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/ssh_tunneling/handlers/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/cloud-lightsail/tasks/prompts.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/wireguard/tasks/ubuntu.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.3333333333333333
algo/roles/common/handlers/main.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.3333333333333333
algo/roles/strongswan/tasks/client_configs.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/client/tasks/systems/main.yml_(IaC)_,0.5,0.08771929824561403,0.14925373134328357,1.0,0.3333333333333333
algo/roles/cloud-hetzner/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.3333333333333333
algo/playbooks/cloud-post.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,1.0
algo/roles/cloud-cloudstack/tasks/main.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,0.5
algo/roles/dns/tasks/ubuntu.yml_(IaC)_,0.4,0.07017543859649122,0.11940298507462686,1.0,0.5
algo/roles/cloud-gce/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
algo/roles/strongswan/tasks/openssl.yml_(IaC)_,0.7,0.12280701754385964,0.208955223880597,1.0,0.5
algo/roles/wireguard/tasks/main.yml_(IaC)_,0.6,0.10526315789473684,0.17910447761194026,1.0,0.5
