IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tripleo/manifests/profile/pacemaker/database/mysql_bundle.pp_(IaC)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/releasenotes/notes/mysql_bundle_options-b5ecf4c4472cca01.yaml_(Other)_,0.0,0.0,0.0,0.0,0.0
