IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-icinga2/manifests/object/checkcommand.pp_(IaC)_,0.3333333333333333,0.5,0.4,1.0,0.5
puppet-icinga2/manifests/object/notificationcommand.pp_(IaC)_,0.3333333333333333,0.5,0.4,1.0,0.3333333333333333
puppet-icinga2/manifests/object/eventcommand.pp_(IaC)_,0.6666666666666666,1.0,0.8,1.0,0.5
