postgresql_cluster/.config/ansible-lint.yml_(Other)_,postgresql_cluster/add_balancer.yml_(Other)_,postgresql_cluster/add_pgnode.yml_(Other)_,postgresql_cluster/balancers.yml_(Other)_,postgresql_cluster/config_pgcluster.yml_(Other)_,postgresql_cluster/consul.yml_(Other)_,postgresql_cluster/deploy_pgcluster.yml_(Other)_,postgresql_cluster/etcd_cluster.yml_(Other)_,postgresql_cluster/molecule/default/converge.yml_(Other)_,postgresql_cluster/molecule/default/prepare.yml_(Other)_,postgresql_cluster/molecule/postgrespro/converge.yml_(Other)_,postgresql_cluster/remove_cluster.yml_(Other)_,postgresql_cluster/roles/add-repository/tasks/main.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/handlers/main.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/tasks/disable-other-firewalls.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/tasks/main.yml_(IaC)_,postgresql_cluster/roles/confd/handlers/main.yml_(IaC)_,postgresql_cluster/roles/confd/tasks/main.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/main.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/reload_consul_conf.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/restart_consul.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/restart_consul_mac.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/restart_rsyslog.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/restart_syslogng.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/start_consul.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/start_consul_mac.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/start_snapshot.yml_(IaC)_,postgresql_cluster/roles/consul/handlers/stop_consul_mac.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/acl.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/asserts.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/config.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/config_windows.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/dirs.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/dnsmasq.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/encrypt_gossip.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/install.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/install_linux_repo.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/install_remote.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/install_windows.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/iptables.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/main.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/nix.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/services.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/snapshot.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/syslog.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/tls.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/user_group.yml_(IaC)_,postgresql_cluster/roles/consul/tasks/windows.yml_(IaC)_,postgresql_cluster/roles/copy/tasks/main.yml_(IaC)_,postgresql_cluster/roles/cron/tasks/main.yml_(IaC)_,postgresql_cluster/roles/deploy-finish/tasks/main.yml_(IaC)_,postgresql_cluster/roles/etc_hosts/tasks/main.yml_(IaC)_,postgresql_cluster/roles/etcd/tasks/main.yml_(IaC)_,postgresql_cluster/roles/haproxy/handlers/main.yml_(IaC)_,postgresql_cluster/roles/haproxy/tasks/main.yml_(IaC)_,postgresql_cluster/roles/hostname/tasks/main.yml_(IaC)_,postgresql_cluster/roles/io-scheduler/handlers/main.yml_(IaC)_,postgresql_cluster/roles/io-scheduler/tasks/main.yml_(IaC)_,postgresql_cluster/roles/keepalived/handlers/main.yml_(IaC)_,postgresql_cluster/roles/keepalived/tasks/main.yml_(IaC)_,postgresql_cluster/roles/locales/tasks/main.yml_(IaC)_,postgresql_cluster/roles/netdata/tasks/main.yml_(IaC)_,postgresql_cluster/roles/ntp/handlers/main.yml_(IaC)_,postgresql_cluster/roles/ntp/tasks/main.yml_(IaC)_,postgresql_cluster/roles/packages/tasks/main.yml_(IaC)_,postgresql_cluster/roles/patroni/config/tasks/main.yml_(IaC)_,postgresql_cluster/roles/patroni/config/tasks/pg_hba.yml_(IaC)_,postgresql_cluster/roles/patroni/handlers/main.yml_(IaC)_,postgresql_cluster/roles/patroni/tasks/custom_wal_dir.yml_(IaC)_,postgresql_cluster/roles/patroni/tasks/main.yml_(IaC)_,postgresql_cluster/roles/patroni/tasks/pip.yml_(IaC)_,postgresql_cluster/roles/pg_probackup/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pgbackrest/stanza-create/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pgbackrest/tasks/bootstrap_script.yml_(IaC)_,postgresql_cluster/roles/pgbackrest/tasks/cron.yml_(IaC)_,postgresql_cluster/roles/pgbackrest/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pgbackrest/tasks/ssh_keys.yml_(IaC)_,postgresql_cluster/roles/pgbouncer/config/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pgbouncer/handlers/main.yml_(IaC)_,postgresql_cluster/roles/pgbouncer/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pgpass/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/main.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/patroni.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/pgbackrest.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/timescaledb.yml_(IaC)_,postgresql_cluster/roles/pre-checks/tasks/wal_g.yml_(IaC)_,postgresql_cluster/roles/resolv_conf/tasks/main.yml_(IaC)_,postgresql_cluster/roles/ssh-keys/tasks/main.yml_(IaC)_,postgresql_cluster/roles/sudo/tasks/main.yml_(IaC)_,postgresql_cluster/roles/swap/tasks/main.yml_(IaC)_,postgresql_cluster/roles/sysctl/tasks/main.yml_(IaC)_,postgresql_cluster/roles/transparent_huge_pages/handlers/main.yml_(IaC)_,postgresql_cluster/roles/transparent_huge_pages/tasks/main.yml_(IaC)_,postgresql_cluster/roles/update/tasks/extensions.yml_(IaC)_,postgresql_cluster/roles/update/tasks/patroni.yml_(IaC)_,postgresql_cluster/roles/update/tasks/postgres.yml_(IaC)_,postgresql_cluster/roles/update/tasks/pre_checks.yml_(IaC)_,postgresql_cluster/roles/update/tasks/start_services.yml_(IaC)_,postgresql_cluster/roles/update/tasks/start_traffic.yml_(IaC)_,postgresql_cluster/roles/update/tasks/stop_services.yml_(IaC)_,postgresql_cluster/roles/update/tasks/stop_traffic.yml_(IaC)_,postgresql_cluster/roles/update/tasks/switchover.yml_(IaC)_,postgresql_cluster/roles/update/tasks/system.yml_(IaC)_,postgresql_cluster/roles/update/tasks/update_extensions.yml_(IaC)_,postgresql_cluster/roles/vip-manager/disable/tasks/main.yml_(IaC)_,postgresql_cluster/roles/vip-manager/handlers/main.yml_(IaC)_,postgresql_cluster/roles/vip-manager/tasks/main.yml_(IaC)_,postgresql_cluster/roles/wal-g/tasks/cron.yml_(IaC)_,postgresql_cluster/roles/wal-g/tasks/main.yml_(IaC)_,postgresql_cluster/update_pgcluster.yml_(Other)_
postgresql_cluster/ansible.cfg_(Other)_,postgresql_cluster/deploy_pgcluster.yml_(Other)_,postgresql_cluster/files/vip-manager_(Other)_,postgresql_cluster/group_vars/master_(Other)_,postgresql_cluster/group_vars/replica_(Other)_,postgresql_cluster/inventory_(Other)_,postgresql_cluster/roles/ansible-role-firewall/.travis.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/defaults/main.yml_(Other)_,postgresql_cluster/roles/ansible-role-firewall/handlers/main.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/meta/main.yml_(Other)_,postgresql_cluster/roles/ansible-role-firewall/molecule/default/molecule.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/molecule/default/playbook.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/molecule/default/yaml-lint.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/tasks/disable-other-firewalls.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/tasks/main.yml_(IaC)_,postgresql_cluster/roles/ansible-role-firewall/templates/firewall.bash.j2_(Other)_,postgresql_cluster/roles/ansible-role-firewall/templates/firewall.unit.j2_(Other)_,postgresql_cluster/tasks/add-repository.yml_(IaC)_,postgresql_cluster/tasks/check_system.yml_(IaC)_,postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/etcd.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/hostname.yml_(IaC)_,postgresql_cluster/tasks/keepalived.yml_(IaC)_,postgresql_cluster/tasks/locales.yml_(IaC)_,postgresql_cluster/tasks/ntp.yml_(IaC)_,postgresql_cluster/tasks/packages.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/tasks/pip.yml_(IaC)_,postgresql_cluster/tasks/postgresql-databases.yml_(IaC)_,postgresql_cluster/tasks/postgresql-extensions.yml_(IaC)_,postgresql_cluster/tasks/postgresql-users.yml_(IaC)_,postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,postgresql_cluster/tasks/sudo.yml_(IaC)_,postgresql_cluster/tasks/timezone.yml_(IaC)_,postgresql_cluster/tasks/vip-manager.yml_(IaC)_,postgresql_cluster/templates/etcd.conf.j2_(Other)_,postgresql_cluster/templates/haproxy.cfg.j2_(Other)_,postgresql_cluster/templates/haproxy.tmpl.j2_(Other)_,postgresql_cluster/templates/keepalived.conf.j2_(Other)_,postgresql_cluster/templates/ntp.conf.j2_(Other)_,postgresql_cluster/templates/patroni.yml.j2_(Other)_,postgresql_cluster/templates/pg_hba.conf.j2_(Other)_,postgresql_cluster/templates/vip.conf.j2_(Other)_,postgresql_cluster/vars/Debian.yml_(Other)_,postgresql_cluster/vars/RedHat.yml_(Other)_,postgresql_cluster/vars/main.yml_(Other)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/roles/ansible-role-firewall/tasks/main.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/roles/ansible-role-firewall/tasks/main.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/etcd.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/packages.yml_(IaC)_,postgresql_cluster/tasks/pip.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/add-repository.yml_(IaC)_,postgresql_cluster/tasks/check_system.yml_(IaC)_,postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/etcd.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/keepalived.yml_(IaC)_,postgresql_cluster/tasks/locales.yml_(IaC)_,postgresql_cluster/tasks/ntp.yml_(IaC)_,postgresql_cluster/tasks/packages.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/tasks/pip.yml_(IaC)_,postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,postgresql_cluster/tasks/vip-manager.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/deploy_pgcluster.yml_(Other)_,postgresql_cluster/tasks/check_system.yml_(IaC)_,postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/ntp.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/postgresql-users.yml_(IaC)_,postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/deploy_pgcluster.yml_(Other)_,postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/keepalived.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/tasks/vip-manager.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/pam_limits.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/configure.yml_(IaC)_,postgresql_cluster/tasks/io_scheduler.yml_(IaC)_,postgresql_cluster/tasks/sysctl.yml_(IaC)_,postgresql_cluster/tasks/transparent_huge_pages.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/hostname.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/etcd.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/group_vars/postgres_cluster_(Other)_,postgresql_cluster/tasks/add-repository.yml_(IaC)_,postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/deploy_finish.yml_(IaC)_,postgresql_cluster/tasks/etcd.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/hostname.yml_(IaC)_,postgresql_cluster/tasks/keepalived.yml_(IaC)_,postgresql_cluster/tasks/locales.yml_(IaC)_,postgresql_cluster/tasks/ntp.yml_(IaC)_,postgresql_cluster/tasks/packages.yml_(IaC)_,postgresql_cluster/tasks/pam_limits.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/tasks/pip.yml_(IaC)_,postgresql_cluster/tasks/postgresql-databases.yml_(IaC)_,postgresql_cluster/tasks/postgresql-extensions.yml_(IaC)_,postgresql_cluster/tasks/postgresql-users.yml_(IaC)_,postgresql_cluster/tasks/ssh-keys.yml_(IaC)_,postgresql_cluster/tasks/sysctl.yml_(IaC)_,postgresql_cluster/vars/Debian.yml_(Other)_,postgresql_cluster/vars/RedHat.yml_(Other)_,postgresql_cluster/vars/main.yml_(Other)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/add-repository.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/add-repository.yml_(IaC)_,postgresql_cluster/tasks/confd.yml_(IaC)_,postgresql_cluster/tasks/etcd.yml_(IaC)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/keepalived.yml_(IaC)_,postgresql_cluster/tasks/ntp.yml_(IaC)_,postgresql_cluster/tasks/packages.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/tasks/pip.yml_(IaC)_,postgresql_cluster/vars/main.yml_(Other)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/inventory_(Other)_,postgresql_cluster/tasks/haproxy.yml_(IaC)_,postgresql_cluster/tasks/patroni.yml_(IaC)_,postgresql_cluster/tasks/pgbouncer.yml_(IaC)_,postgresql_cluster/templates/haproxy.cfg.j2_(Other)_,postgresql_cluster/templates/haproxy.tmpl.j2_(Other)_,postgresql_cluster/templates/patroni.yml.j2_(Other)_,postgresql_cluster/vars/main.yml_(Other)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/add-repository.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postgresql_cluster/tasks/add-repository.yml_(IaC)_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
