IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tripleo/manifests/profile/base/ceilometer/agent/polling.pp_(IaC)_,0.2,0.6666666666666666,0.30769230769230765,1.0,1.0
puppet-tripleo/spec/classes/tripleo_profile_base_ceilometer_agent_notification_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tripleo/manifests/profile/base/ceilometer/agent/notification.pp_(IaC)_,0.2,0.6666666666666666,0.30769230769230765,1.0,0.5
