IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tp/manifests/conf.pp_(IaC)_,0.3,0.3,0.3,1.0,1.0
puppet-tp/files/run_debug/pid_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/metadata.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/classes/tp_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/info_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/test_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/tp.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/manifests/repo.pp_(IaC)_,0.3,0.3,0.3,1.0,0.5
puppet-tp/manifests/init.pp_(IaC)_,0.2,0.2,0.20000000000000004,1.0,0.5
puppet-tp/manifests/dir.pp_(IaC)_,0.2,0.2,0.20000000000000004,1.0,0.5
puppet-tp/types/settings.pp_(IaC)_,0.2,0.2,0.20000000000000004,1.0,1.0
