IaC_File,Precision,Recall,Fscore,Success_rate,MRR
attack_range/terraform/ansible/roles/splunk_server_post/tasks/install_enterprise_security.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
attack_range/packer/ansible/roles/splunk_server/files/web.conf_(Other)_,0.0,0.0,0.0,0.0,0.0
attack_range/terraform/ansible/roles/splunk_server_post/tasks/change_splunk_password.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
