IaC_File,Precision,Recall,Fscore,Success_rate,MRR
iiab/roles/moodle/tasks/install.yml_(IaC)_,0.14285714285714285,0.09090909090909091,0.1111111111111111,1.0,0.3333333333333333
iiab/vars/default_vars.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/vars/local_vars_large.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/vars/local_vars_medium.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/vars/local_vars_small.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/vars/local_vars_unittest.yml_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/wordpress/tasks/install.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/matomo/tasks/install.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/www_options/tasks/main.yml_(IaC)_,0.14285714285714285,0.09090909090909091,0.1111111111111111,1.0,1.0
iiab/roles/pbx/tasks/freepbx.yml_(IaC)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/nextcloud/tasks/install.yml_(IaC)_,0.14285714285714285,0.09090909090909091,0.1111111111111111,1.0,0.5
