IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-icinga2/types/idocleanup.pp_(IaC)_,0.2857142857142857,0.6666666666666666,0.4,1.0,0.5
puppet-icinga2/examples/init_idomysql.pp_(IaC)_,0.14285714285714285,0.3333333333333333,0.2,1.0,0.14285714285714285
puppet-icinga2/manifests/feature/idopgsql.pp_(IaC)_,0.14285714285714285,0.3333333333333333,0.2,1.0,0.25
puppet-icinga2/manifests/feature/idomysql.pp_(IaC)_,0.14285714285714285,0.3333333333333333,0.2,1.0,0.3333333333333333
