IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-icinga2/manifests/init.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.3333333333333333
puppet-icinga2/spec/classes/icinga2_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/spec/classes/idomysql_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/spec/classes/idopgsql_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/examples/init_package_idopgsql.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.5
puppet-icinga2/examples/init_package.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.3333333333333333
puppet-icinga2/examples/init_package_idomysql.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.5
puppet-icinga2/manifests/install.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.3333333333333333
puppet-icinga2/manifests/feature/idopgsql.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.25
puppet-icinga2/manifests/feature/idomysql.pp_(IaC)_,0.14285714285714285,0.1111111111111111,0.125,1.0,0.3333333333333333
