IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-hpc/puppet-config/modules/postfix/manifests/init.pp_(IaC)_,0.1,0.3333333333333333,0.15384615384615383,1.0,0.25
puppet-hpc/puppet-config/modules/postfix/manifests/config.pp_(IaC)_,0.2,0.6666666666666666,0.30769230769230765,1.0,0.2
puppet-hpc/puppet-config/modules/postfix/manifests/params.pp_(IaC)_,0.2,0.6666666666666666,0.30769230769230765,1.0,0.3333333333333333
