IaC_File,Precision,Recall,Fscore,Success_rate,MRR
iiab/roles/network/tasks/NM-debian.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.2
iiab/roles/network/templates/captive-portal.unused/captive-portal.py.j2_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/dhcp.unused/dhcpd-env.j2_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/dhcp.unused/dhcpd-iiab.conf.j2_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/dns-jail.conf_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/dummy_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/localdomain.zone_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/localhost.zone_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named-iiab.conf.j2_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.blackhole_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.broadcast_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.ip6.local_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.j2_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.local_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.rfc1912.zones_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.root_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.root.hints_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/templates/named.unused/named.zero_(Other)_,0.0,0.0,0.0,0.0,0.0
iiab/roles/network/tasks/rpi_debian.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.2
iiab/roles/network/tasks/sysd-netd-debian.yml_(IaC)_,0.42857142857142855,0.10344827586206896,0.16666666666666663,1.0,0.5
iiab/roles/network/tasks/enable_services.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.25
iiab/roles/network/tasks/main.yml_(IaC)_,0.2857142857142857,0.06896551724137931,0.1111111111111111,1.0,0.2
iiab/roles/network/tasks/debian.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.25
iiab/roles/network/tasks/computed_services.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.2
iiab/roles/network/tasks/restart.yml_(IaC)_,0.14285714285714285,0.034482758620689655,0.05555555555555555,1.0,0.25
