IaC file,Iteration,best_fitness,Best_individual
puppet-tripleo/manifests/profile/base/swift/ringbuilder.pp_(IaC)_,25,0.134957200499375,"[385, 388, 231, 387, 276, 382, 336, 111, 241, 175, 318]"
