IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-tp/manifests/repo.pp_(IaC)_,0.3333333333333333,0.09090909090909091,0.14285714285714288,1.0,0.3333333333333333
puppet-tp/metadata.json_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/classes/tp_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/tp_install_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/defines/tp_repo_spec.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/centos-7-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/spec/tpdata/ubuntu-16.04-x86_64/sysdig_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/templates/tp.erb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-tp/manifests/init.pp_(IaC)_,0.3333333333333333,0.09090909090909091,0.14285714285714288,1.0,0.3333333333333333
puppet-tp/types/settings.pp_(IaC)_,0.3333333333333333,0.09090909090909091,0.14285714285714288,1.0,0.5
puppet-tp/manifests/install.pp_(IaC)_,0.6666666666666666,0.18181818181818182,0.28571428571428575,1.0,0.5
