IaC_File,Precision,Recall,Fscore,Success_rate,MRR
puppet-icinga2/examples/init_elasticsearch.pp_(IaC)_,0.3,0.15,0.2,1.0,0.5
puppet-icinga2/lib/puppet/functions/icinga2/icinga2_ticket_id.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/lib/puppet_x/icinga2/utils.rb_(Other)_,0.0,0.0,0.0,0.0,0.0
puppet-icinga2/examples/init_idopgsql.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,1.0
puppet-icinga2/manifests/feature/icingadb.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,0.5
puppet-icinga2/examples/init_influxdb2.pp_(IaC)_,0.3,0.15,0.2,1.0,0.5
puppet-icinga2/examples/init_server.pp_(IaC)_,0.3,0.15,0.2,1.0,0.25
puppet-icinga2/examples/init_api.pp_(IaC)_,0.4,0.2,0.26666666666666666,1.0,0.16666666666666666
puppet-icinga2/manifests/feature/influxdb.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,1.0
puppet-icinga2/manifests/feature/elasticsearch.pp_(IaC)_,0.4,0.2,0.26666666666666666,1.0,1.0
puppet-icinga2/examples/init_influxdb.pp_(IaC)_,0.3,0.15,0.2,1.0,0.5
puppet-icinga2/examples/init_worker_validate.pp_(IaC)_,0.1,0.05,0.06666666666666667,1.0,0.14285714285714285
puppet-icinga2/types/basicauth.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,0.14285714285714285
puppet-icinga2/examples/init_icingadb.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,0.5
puppet-icinga2/examples/init_idomysql.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,0.5
puppet-icinga2/examples/init_worker.pp_(IaC)_,0.4,0.2,0.26666666666666666,1.0,0.5
puppet-icinga2/manifests/feature/influxdb2.pp_(IaC)_,0.6,0.3,0.4,1.0,0.5
puppet-icinga2/manifests/object/apiuser.pp_(IaC)_,0.3,0.15,0.2,1.0,0.25
puppet-icinga2/manifests/feature/idopgsql.pp_(IaC)_,0.1,0.05,0.06666666666666667,1.0,0.3333333333333333
puppet-icinga2/manifests/feature/idomysql.pp_(IaC)_,0.2,0.1,0.13333333333333333,1.0,1.0
puppet-icinga2/manifests/feature/api.pp_(IaC)_,0.4,0.2,0.26666666666666666,1.0,0.5
